Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bariery działalności - inne [%],2016 VI,"8,4"
Wyszczególnienie,Bariery działalności - inne [%],2016 VII,"8,9"
Wyszczególnienie,Bariery działalności - inne [%],2016 VIII,"8,1"
Wyszczególnienie,Bariery działalności - inne [%],2016 IX,"7,8"
Wyszczególnienie,Bariery działalności - inne [%],2016 X,"9,1"
Wyszczególnienie,Bariery działalności - inne [%],2016 XI,"7,0"
Wyszczególnienie,Bariery działalności - inne [%],2016 XII,"10,1"
Wyszczególnienie,Bariery działalności - inne [%],2017 I,"8,7"
Wyszczególnienie,Bariery działalności - inne [%],2017 II,"8,2"
Wyszczególnienie,Bariery działalności - inne [%],2017 III,"7,5"
Wyszczególnienie,Bariery działalności - inne [%],2017 IV,"10,0"
Wyszczególnienie,Bariery działalności - inne [%],2017 V,"8,4"
Wyszczególnienie,Bariery działalności - inne [%],2017 VI,"9,0"
Wyszczególnienie,Bariery działalności - inne [%],2017 VII,"7,8"
Wyszczególnienie,Bariery działalności - inne [%],2017 VIII,"6,8"
Wyszczególnienie,Bariery działalności - inne [%],2017 IX,"7,5"
Wyszczególnienie,Bariery działalności - inne [%],2017 X,"7,5"
Wyszczególnienie,Bariery działalności - inne [%],2017 XI,"6,4"
Wyszczególnienie,Bariery działalności - inne [%],2017 XII,"7,0"
Wyszczególnienie,Bariery działalności - inne [%],2018 I,"8,1"
Wyszczególnienie,Bariery działalności - inne [%],2018 II,"7,5"
Wyszczególnienie,Bariery działalności - inne [%],2018 III,"7,9"
Wyszczególnienie,Bariery działalności - inne [%],2018 IV,"7,3"
Wyszczególnienie,Bariery działalności - inne [%],2018 V,"8,8"
Wyszczególnienie,Bariery działalności - inne [%],2018 VI,"7,8"
Wyszczególnienie,Bariery działalności - inne [%],2018 VII,"10,4"
Wyszczególnienie,Bariery działalności - inne [%],2018 VIII,"9,3"
Wyszczególnienie,Bariery działalności - inne [%],2018 IX,"8,1"
Wyszczególnienie,Bariery działalności - inne [%],2018 X,"7,6"
Wyszczególnienie,Bariery działalności - inne [%],2018 XI,"7,0"
Wyszczególnienie,Bariery działalności - inne [%],2018 XII,"7,6"
Wyszczególnienie,Bariery działalności - inne [%],2019 I,"5,5"
Wyszczególnienie,Bariery działalności - inne [%],2019 II,"5,9"
Wyszczególnienie,Bariery działalności - inne [%],2019 III,"7,3"
Wyszczególnienie,Bariery działalności - inne [%],2019 IV,"8,2"
Wyszczególnienie,Bariery działalności - inne [%],2019 V,"8,3"
Wyszczególnienie,Bariery działalności - inne [%],2019 VI,"8,5"
Wyszczególnienie,Bariery działalności - inne [%],2019 VII,"6,1"
Wyszczególnienie,Bariery działalności - inne [%],2019 VIII,"9,3"
Wyszczególnienie,Bariery działalności - inne [%],2019 IX,"8,1"
Wyszczególnienie,Bariery działalności - inne [%],2019 X,"8,7"
Wyszczególnienie,Bariery działalności - inne [%],2019 XI,"7,0"
Wyszczególnienie,Bariery działalności - inne [%],2019 XII,"6,3"
Wyszczególnienie,Bariery działalności - inne [%],2020 I,"3,3"
Wyszczególnienie,Bariery działalności - inne [%],2020 II,"4,2"
Wyszczególnienie,Bariery działalności - inne [%],2020 III,"6,2"
Wyszczególnienie,Bariery działalności - inne [%],2020 IV,"36,4"
Wyszczególnienie,Bariery działalności - inne [%],2020 V,"30,0"
Wyszczególnienie,Bariery działalności - inne [%],2020 VI,"26,0"
Wyszczególnienie,Bariery działalności - inne [%],2020 VII,"22,7"
Wyszczególnienie,Bariery działalności - inne [%],2020 VIII,"15,4"
Wyszczególnienie,Bariery działalności - inne [%],2020 IX,"18,2"
Wyszczególnienie,Bariery działalności - inne [%],2020 X,"17,2"
Wyszczególnienie,Bariery działalności - inne [%],2020 XI,"22,8"
Wyszczególnienie,Bariery działalności - inne [%],2020 XII,"21,7"
Wyszczególnienie,Bariery działalności - inne [%],2021 I,"17,1"
Wyszczególnienie,Bariery działalności - inne [%],2021 II,"18,1"
Wyszczególnienie,Bariery działalności - inne [%],2021 III,"20,2"
Wyszczególnienie,Bariery działalności - inne [%],2021 IV,"19,5"
Wyszczególnienie,Bariery działalności - inne [%],2021 V,"16,7"
Wyszczególnienie,Bariery działalności - inne [%],2021 VI,"16,8"
Wyszczególnienie,Bariery działalności - inne [%],2021 VII,"11,7"
Wyszczególnienie,Bariery działalności - inne [%],2021 VIII,"15,4"
Wyszczególnienie,Bariery działalności - inne [%],2021 IX,"14,4"
Wyszczególnienie,Bariery działalności - inne [%],2021 X,"15,7"
Wyszczególnienie,Bariery działalności - inne [%],2021 XI,"13,3"
Wyszczególnienie,Bariery działalności - inne [%],2021 XII,"16,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 I,"-10,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 II,"-15,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 III,"-0,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 IV,"4,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 V,"9,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 VI,"14,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 VII,"4,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 VIII,"7,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 IX,"6,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 X,"3,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 XI,"0,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2014 XII,"-5,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 I,"-4,5"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 II,"-13,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 III,"-6,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 IV,"3,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 V,"9,5"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 VI,"7,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 VII,"7,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 VIII,"3,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 IX,"2,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 X,"2,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 XI,"-2,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2015 XII,"-14,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 I,"-4,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 II,"-13,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 III,"-2,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 IV,"0,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 V,"10,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 VI,"8,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 VII,"12,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 VIII,"5,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 IX,"3,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 X,"4,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 XI,"1,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2016 XII,"-4,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 I,"-6,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 II,"-2,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 III,"-0,4"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 IV,"6,4"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 V,"5,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 VI,"22,4"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 VII,"20,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 VIII,"18,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 IX,"14,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 X,"14,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 XI,"15,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2017 XII,"12,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 I,"11,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 II,"11,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 III,"18,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 IV,"20,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 V,"18,4"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 VI,"16,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 VII,"16,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 VIII,"20,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 IX,"15,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 X,"16,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 XI,"9,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2018 XII,"1,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 I,"6,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 II,"1,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 III,"3,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 IV,"15,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 V,"16,2"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 VI,"23,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 VII,"20,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 VIII,"21,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 IX,"13,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 X,"12,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 XI,"10,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2019 XII,"11,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 I,"7,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 II,"7,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 III,"17,4"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 IV,"-19,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 V,"-23,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 VI,"-15,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 VII,"-3,0"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 VIII,"-8,1"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 IX,"-5,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 X,"-6,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 XI,"-12,4"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2020 XII,"-12,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 I,"-6,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 II,"-8,5"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 III,"-4,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 IV,"0,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 V,"7,3"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 VI,"9,6"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 VII,"5,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 VIII,"6,8"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 IX,"2,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 X,"4,9"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 XI,"2,7"
Wyszczególnienie,Bieżący portfel zamówień na rynku krajowym,2021 XII,"-0,2"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 I,"83,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 II,"80,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 III,"81,7"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 IV,"83,0"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 V,"84,5"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 VI,"84,5"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 VII,"85,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 VIII,"85,2"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 IX,"85,2"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 X,"85,2"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 XI,"85,7"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2014 XII,"83,3"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 I,"80,9"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 II,"79,2"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 III,"79,9"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 IV,"81,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 V,"82,0"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 VI,"81,9"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 VII,"83,6"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 VIII,"84,3"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 IX,"84,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 X,"85,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 XI,"84,3"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2015 XII,"84,3"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 I,"82,8"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 II,"80,8"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 III,"79,7"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 IV,"80,8"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 V,"82,0"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 VI,"82,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 VII,"83,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 VIII,"83,8"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 IX,"83,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 X,"83,6"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 XI,"83,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2016 XII,"82,4"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 I,"83,0"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 II,"82,2"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 III,"82,3"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 IV,"83,9"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 V,"84,8"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 VI,"85,8"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 VII,"86,3"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 VIII,"87,1"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 IX,"87,1"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 X,"88,2"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 XI,"87,9"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2017 XII,"88,3"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2018 I,"87,7"
Wyszczególnienie,Wykorzystanie mocy produkcyjnych przedsiębiorstwa [%],2018 II,"86,6"
